ISIN,FISN,CFI,DTI,Linked DTI(s),DTI Long Name,DTI Short Name,DTI Status,Type,Added Date,Amended Date
XT2DHMJ018G5,XDC NETWORK/XDC,TMXXXX,2DHMJ018G,CCQZQXFDC;SRNJBLCPX,XDC Network,XDC;XDCE,Validated,Referential Instrument,11/24/23,11/24/23
XTFLJPFR9RS3,TEZOS/XTZ,TMXXXX,FLJPFR9RS,7VTRKSC7S;LGF6FD5NZ,Tezos,XTZ,Validated,Referential Instrument,11/24/23,11/24/23
XT6C8D688HQ8,BITGET/BGB,TMXXXX,6C8D688HQ,J04F1K9H3;28LDQWJDT,Bitget Token,BGB,Validated,Referential Instrument,11/24/23,11/18/25
XTPXNG09LX85,BITGET/BGB,TMXXXX,PXNG09LX8,V8PXFHZ9T,Bitget Token,BGB,Validated,Referential Instrument,9/4/24,9/4/24
XT21C6LF4SP3,DECENTRALAND/MANA,TMXXXX,21C6LF4SP,F6W5TF66L;X4CDSGRZK;G248MCQL8,Decentraland,MANA,Validated,Referential Instrument,11/24/23,11/24/23
XTJZP0682XF7,THETA/THETA,TMXXXX,JZP0682XF,JH9TPZQ38;8NCX4LRVX,THETA,THETA,Validated,Referential Instrument,11/24/23,11/24/23
XTGRLPK02K70,FANTOM/FTM,TMXXXX,GRLPK02K7,WS6BZ8225,Fantom,FTM,Validated,Referential Instrument,11/24/23,9/4/24
XTPG5XKVWHW4,FANTOM TOKEN/FTM,TMXXXX,PG5XKVWHW,DFCWWQ4F8,Fantom Token,FTM,Validated,Referential Instrument,9/4/24,9/4/24
XTZ7RZTLDHJ3,FANTOM/FTM,TMXXXX,Z7RZTLDHJ,1GNML4FGK,Fantom,FTM,Validated,Referential Instrument,9/4/24,9/4/24
XTN2FWML4CL7,NEO/NEO,TMXXXX,N2FWML4CL,N7KDZ7X0F;LVX97LG0F,NEO,NEO,Validated,Referential Instrument,11/24/23,11/24/23
XTRSN26S0SB4,SYNTHETIX NETWORK/SNX,TMXXXX,RSN26S0SB,D94114L7T;79GD8P0NK;S3NCZ6W7D;PZ16T1D3F;82G2T4R6S;1ML8T1GJ6;MN818MFC7;X66RKJLT5,Synthetix Network,SNX,Validated,Referential Instrument,11/24/23,11/24/23
XT2HZXZQLKX1,KAVA/KAVA,TMXXXX,2HZXZQLKX,CTZ6BN3P9;Q8FX17M6Q;DVKQFFHGX;J5J62BBD7;JJB4VLPTP,KAVA,KAVA,Validated,Referential Instrument,11/24/23,4/25/25
XT133H6VJ482,MINA/MINA,TMXXXX,133H6VJ48,XXC2TZQRQ;HDG1054T0,Mina,MINA,Validated,Referential Instrument,11/24/23,11/24/23
XT2K9VS42WV1,CONFLUX/CFX,TMXXXX,2K9VS42WV,RTLD61D5C;3ZW8R4HSD,Conflux,CFX,Validated,Referential Instrument,11/24/23,11/24/23
XTCCBL9HXG99,ECASH/XEC,TMXXXX,CCBL9HXG9,TM1M7GJG0;LM15JXD5F,eCash,XEC,Validated,Referential Instrument,11/24/23,11/24/23
XT99LTL84825,FIRST DIGITAL USD/FDUSD,TMXXXX,99LTL8482,QP2QBFRQ2;16V5MJQMH;23P8LLP8Z;2QVKDPGXT;1GPM2PHPW,First Digital USD,FDUSD,Validated,Referential Instrument,11/24/23,6/24/25
XT6T49BCSXZ1,FLOW/FLOW,TMXXXX,6T49BCSXZ,HFX40B3W9,Flow,FLOW,Provisional,Referential Instrument,11/24/23,10/24/25
XTRTHP2ZN9X5,TETHER GOLD/XAUT,TMXXXX,RTHP2ZN9X,B6QH7BGQX;N6RVTJ7L0,Tether Gold,XAUT,Validated,Referential Instrument,11/24/23,11/24/23
CH1265890678,Kt Basel-Stadt/1.3 Bd 20271201 Sr,DNFTFB,RD9R6Z6FM,,Canton of Basel Stadt,CH1265890678,Private,Financial Instrument,11/16/22,11/16/22
CH1303238757,Aktionariat/RegSh CHF0.1,ESVUFR,X84RN3358,Q18RJCV4T;1TZDCS4N8,NA Aktionariat,CH1303238757,Validated,Financial Instrument,11/24/23,11/24/23
CH1306117073,Kt Zuerich/1.45 Bd 20341201 Sr,DNFTFB,7JMK1KK1R,,Canton of Zurich,CH1306117073,Private,Financial Instrument,11/24/23,11/24/23
ES0313681001,BID/2.205 BO 20240721,DBFUGB,WK0WPVLMW,,BID/2.205 BO 20240721,ES0313681001,Provisional,Financial Instrument,11/29/23,11/29/23
XT9W5C49FJV7,EUR COINVERTIBLE,TMXXXX,9W5C49FJV,HF8RCHVWW;3NG1PDSJM;LTJP3BH2R,EUR CoinVertible,EURCV,Validated,Referential Instrument,12/13/23,6/30/25
XTKNS06KRXQ5,CHILIZ/CHZ,TMXXXX,KNS06KRXQ,GV9QD1V9M;WQBWTWRCJ,Chiliz,CHZ,Validated,Referential Instrument,12/13/23,9/30/25
XTRPGFC7GN31,PAXOS GOLD/PAXG,TMXXXX,RPGFC7GN3,2HMZP9M27;CXNJZ1C70;ZC550MZJM,Paxos Gold,PAXG,Validated,Referential Instrument,12/13/23,12/13/23
XTRHBTVZF3X2,TRUSTED USD/TUSD,TMXXXX,RHBTVZF3X,3H7N254SR,Trusted USD,tUSD,Provisional,Referential Instrument,12/13/23,12/13/23
XTXS363HTZB5,GALA/GALA,TMXXXX,XS363HTZB,7P7QV0K3R;M7C8L07RX,Gala,GALA,Validated,Referential Instrument,12/13/23,12/13/23
XTHNJD61GD17,IOTA/IOTA,TMXXXX,HNJD61GD1,CB6ZXMBVC,IOTA,IOTA,Validated,Referential Instrument,12/13/23,9/4/24
XTSPKQ2W2Q34,MIOTA/IOTA,TMXXXX,SPKQ2W2Q3,8RSTHL2TT,MIOTA,IOTA,Validated,Referential Instrument,9/4/24,9/4/24
XT7JPSSTXMS7,ZCASH/ZEC,TMXXXX,7JPSSTXMS,3DHMJ5Q02;QBKC3XVKD,Zcash,ZEC,Validated,Referential Instrument,12/13/23,12/13/23
XT2MTMX7RJR5,BITTORRENT-NEW/BTT,TMXXXX,2MTMX7RJR,DTXMP19ZC;B32CZK73B;KD9SWNZF1,BitTorrent New,BTT,Validated,Referential Instrument,12/13/23,12/13/23
XTWV6T0BB227,KUCOIN TOKEN/KCS,TMXXXX,WV6T0BB22,ZW0RB0Z4C;SMKPML4NV,KuCoin Token,KCS,Validated,Referential Instrument,12/13/23,12/13/23
XTSKLQJRHFV0,TRUST WALLET/TWT,TMXXXX,SKLQJRHFV,T3BH60MPF;46J4RC83R;4XZ3B56FT,Trust Wallet,TWT,Validated,Referential Instrument,12/14/23,12/14/23
XTBWNWXP3R17,FRAX SHARE/FXS,TMXXXX,BWNWXP3R1,RPTZTNCRS;D5NHZ17DZ;17002NH5Z;1QCRNQTV4;GHG58FKPV;4KKQKCV6D,Frax Share,FXS,Validated,Referential Instrument,12/13/23,12/13/23
XTP8DXFQ5LD6,CURVE DAO TOKEN/CRV,TMXXXX,P8DXFQ5LD,9X0Z5NR7F;SL4HG6SPN;3CZ5GDN41;N756VVZRC;TVXBKJ6LP,Curve DAO Token,CRV,Validated,Referential Instrument,1/16/24,1/16/24
XT3CX0N40CT6,KAIA/KAIA,TMXXXX,3CX0N40CT,CNDP5R1T8;W8RWVHXQQ,Kaia,KAIA,Validated,Referential Instrument,1/16/24,1/16/24
XTK8XRF7MFZ6,DYDX/DYDX,TMXXXX,K8XRF7MFZ,MWVTBGV5B;CQX5M5XB5,dYdX,DYDX,Validated,Referential Instrument,1/16/24,1/16/24
XTRBR43JPK57,GMX/GMX,TMXXXX,RBR43JPK5,JBZ9LHZVB;9VR3WN1JJ,GMX,GMX,Validated,Referential Instrument,1/16/24,1/16/24
XT8342SCN683,HUOBI TOKEN/HT,TMXXXX,8342SCN68,QF0N8MN00;8Z8D9H7FB;FR9D0M141,Huobi Token,HT,Validated,Referential Instrument,1/16/24,1/16/24
XTK508S2JCD7,CASPER/CSPR,TMXXXX,K508S2JCD,4K2C75HPX,Casper,CSPR,Validated,Referential Instrument,1/16/24,9/4/24
XTBJ608SD5J5,CSPR/CSPR,TMXXXX,BJ608SD5J,C2XXKV40B,CSPR,CSPR,Validated,Referential Instrument,9/4/24,9/4/24
XTCPX6BGPR06,ARWEAVE/AR,TMXXXX,CPX6BGPR0,JW7SD9THP;BNPZZNLSC,Arweave,AR,Validated,Referential Instrument,1/16/24,1/16/24
XT64RFW3D8P2,SUI/SUI,TMXXXX,64RFW3D8P,90KLX8GQX;Z4WDVXT0Z,Sui,SUI,Validated,Referential Instrument,1/16/24,1/16/24
XTG4515JG807,WOOTRADE NETWORK/WOO,TMXXXX,G4515JG80,H92B2VNWW;XKF87K8VJ;G9JQ1S1DG;2PXKDC4JS;6KXHJBCVR;RL50BH17M,Wootrade Network,WOO,Validated,Referential Instrument,1/16/24,1/16/24
XTD444MB2WJ7,TERRA CLASSIC/LUNC,TMXXXX,D444MB2WJ,TV5T68SZJ,Terra Classic,LUNC,Validated,Referential Instrument,1/16/24,1/16/24
XTLFRNRXPB55,GATECHAINTOKEN/GT,TMXXXX,LFRNRXPB5,6XR9TCHFR;DM0QXMMJV,GateChainToken,GT,Validated,Referential Instrument,1/16/24,1/16/24
XTKCHF60NW71,COMPOUND/COMP,TMXXXX,KCHF60NW7,NVQLHF357;DXNJVNZC9;FK0F23L2H;QHFMLBRMD;BKJMCZ016;R263M88WC,Compound,COMP,Validated,Referential Instrument,1/16/24,1/16/24
XTQG5H3KFW27,NEXO/NEXO,TMXXXX,QG5H3KFW2,9FBKW8DJC;FTSVS8G4S;RRZ9ND76C,Nexo,NEXO,Validated,Referential Instrument,1/16/24,1/16/24
XT4MH0C4BL61,APENFT/NFT,TMXXXX,4MH0C4BL6,N2QHWFQNJ;H9GB4FCBH;MCVX0QJTC;CBTP3RH83,APENFT,NFT,Validated,Referential Instrument,1/16/24,1/16/24
XTPPDH6B2735,DASH/DASH,TMXXXX,PPDH6B273,M5D76SHV5;J7WG2WKPP,Dash,DASH,Validated,Referential Instrument,1/16/24,1/16/24
XTSXGLQRF6T2,ROSE/ROSE,TMXXXX,SXGLQRF6T,SXWX4Q3KV;9QP0TMFH2;SLG4QQXJZ;34DC1L78F;NVD7LRM61,ROSE,ROSE,Validated,Referential Instrument,1/16/24,1/16/24
XT85GGP13458,BITCOIN GOLD/BTG,TMXXXX,85GGP1345,NTWK0MR4M;MC3GWMNCZ,Bitcoin Gold,BTG,Validated,Referential Instrument,2/13/24,2/13/24
XTL8NZT7MCJ1,BITCOIN DIAMOND/BCD,TMXXXX,L8NZT7MCJ,JT74FJ4JX,Bitcoin Diamond,BCD,Validated,Referential Instrument,2/13/24,9/4/24
XTCK1B0N7WL2,WRAPPED BITCOIN DIAMOND/BCD,TMXXXX,CK1B0N7WL,RTHZBQTJ9,Wrapped Bitcoin Diamond,WBCD,Validated,Referential Instrument,9/4/24,9/4/24
XTN1NLFX5KR3,ETHEREUMPOW/ETHW,TMXXXX,N1NLFX5KR,5C3LXSVX7;5CG7SRXM1,EthereumPOW,WETHW;ETHW,Validated,Referential Instrument,2/13/24,2/13/24
XT17FW0QR2X1,DISCHAIN/DIS,TMXXXX,17FW0QR2X,N19T3PJ08,DisChain,DIS;ETF,Validated,Referential Instrument,2/13/24,9/4/24
XTNSK2SBQFH6,DISNEY/DIS,TMXXXX,NSK2SBQFH,W02QK46X7,Disney,DIS,Validated,Referential Instrument,9/4/24,9/4/24
XT9X9LM6VVS8,WAVES/WAVES,TMXXXX,9X9LM6VVS,R4XWQ3D8W;5NJS4Q4FT,WAVES,WAVES,Validated,Referential Instrument,2/13/24,7/2/24
XT7J6VRX7JZ1,LISK/LSK,TMXXXX,7J6VRX7JZ,X2319Z02S;TZKN4NWF0,Lisk,LSK,Validated,Referential Instrument,2/13/24,9/4/24
XTCZ6KCSZL66,LISK/LSK,TMXXXX,CZ6KCSZL6,DMWC6TT9H,Lisk,LSK,Validated,Referential Instrument,9/4/24,9/4/24
XTC23C4MD1D8,ARK/ARK,TMXXXX,C23C4MD1D,6G2M4BLN9,Ark,ARK,Validated,Referential Instrument,2/13/24,9/4/24
XT1M8SHKDFG6,ARKCOIN/ARK,TMXXXX,1M8SHKDFG,CSFXXS6Z1,ARKCOIN,ARK,Validated,Referential Instrument,9/4/24,9/4/24
XTLZ3V3Z6FD5,PANCAKESWAP/CAKE,TMXXXX,LZ3V3Z6FD,79F06FB14;QJXZG0R9J;KX6X7D5ND;7WCK2RVW2;HT742VTHT;KHJHQNSDZ;3DJ566NFC;HH35QMXT8,PancakeSwap,CAKE;Cake,Validated,Referential Instrument,2/13/24,2/13/24
XTGS94R1BBD9,REVAIN/REV,TMXXXX,GS94R1BBD,6P02F9Z8C,Revain,REV,Validated,Referential Instrument,2/13/24,9/4/24
XT4GN8HKKM15,REVAIN/REV,TMXXXX,4GN8HKKM1,1LR9460XV,Revain,REV,Validated,Referential Instrument,9/4/24,9/4/24
XTLS56Z3QRX6,YEARN.FINANCE/YFI,TMXXXX,LS56Z3QRX,1VS561F9T;HJN8T8D5X;ZWLD1842T;TBTN3M2G1;3J0FB8R16;B960VD22D;TCP80SSH2;D80V19S6F;PR8VQ66HQ,yearn finance,YFI;YFIe,Validated,Referential Instrument,2/13/24,2/13/24
XTPZHXZVGJB2,HOLOTOKEN/HOT,TMXXXX,PZHXZVGJB,H6VJ1SQMV;M2HHNHT0D,HoloToken,HOT,Validated,Referential Instrument,2/13/24,2/13/24
XT51F8M277P8,BASIC ATTENTION TOKEN/BAT,TMXXXX,51F8M277P,SD3T05550;P9R0DDN1T;SCHGL48KC;JN0CW4MS7;7S6NLCJ58;1B9XWTSFN,Basic Attention Token,BAT;BATe,Validated,Referential Instrument,2/13/24,2/13/24
XTM9LNQXMNV8,ENJIN/ENJ,TMXXXX,M9LNQXMNV,Z3C8VBK52;WR68PGJRQ,Enjin,ENJ,Validated,Referential Instrument,2/13/24,2/13/24
XTPMFTZRJ3G0,SWISSBORG TOKEN/BORG,TMXXXX,PMFTZRJ3G,R9XGWTNKL;SFPDRQ20W;B7J7BBMGQ,SwissBorg Token,BORG;CHSB,Validated,Referential Instrument,2/13/24,2/13/24
CH1319968462,Citta di Lugano/1.415 Bd 20340307,DNFNFB,3WCGMWKQM,,Citta di Lugano 1 415 Bd 20340307,CH1319968462,Private,Financial Instrument,2/7/24,2/7/24
CH1331113444,Stadt St Gallen/1.25 Bd 20270308 Sr,DNFNFB,ZMXL8PJX8,,Stadt St Gallen 1 25 Bd 20270308 Sr,CH1331113444,Private,Financial Instrument,2/22/24,2/22/24
HK0000963279,HKSAR/FR BD 20260126 UNSEC,DBVUFR,1SJDQ6WSB,,HKSAR FR BD 20260126 UNSEC,HK0000963279,Validated,Financial Instrument,2/26/24,2/26/24
HK0000963287,HKSAR/FR BD 20260126 UNSEC,DBVUFR,6CTQJ6Z1C,,HKSAR FR BD 20260126 UNSEC,HK0000963287,Validated,Financial Instrument,2/26/24,2/26/24
HK0000963295,HKSAR/FR BD 20260126 UNSEC,DBVUFR,RXTQCJR5R,,HKSAR FR BD 20260126 UNSEC,HK0000963295,Validated,Financial Instrument,2/26/24,2/26/24
HK0000976420,HKSAR/FR BD 20260202 UNSEC,DBVUFR,T7JHJTN7F,,HKSAR FR BD 20260202 UNSEC,HK0000976420,Validated,Financial Instrument,2/26/24,2/26/24
XTSVRFHQRZN7,1INCH TOKEN/1INCH,TMXXXX,SVRFHQRZN,TTQ2HJFWN;841BVC8F8;99H74MTTB;3QGDL261W;J7KQCG93W;24CDM7VRZ,1INCH Token,1INCH,Validated,Referential Instrument,3/1/24,3/1/24
XTKV1W7C94F5,CELSIUS/CEL,TMXXXX,KV1W7C94F,7N4DZ9CSQ;8CW8V00F6;JGNDNLNNX,Celsius,CEL,Validated,Referential Instrument,3/1/24,3/1/24
XTBCR85DWDR8,AMP/AMP,TMXXXX,BCR85DWDR,JQ7M3HRVP;JQT4BM93F;9VS4L2JRX,Amp,AMP,Validated,Referential Instrument,3/1/24,3/1/24
XTQ95MMRGRC0,TELCOIN/TEL,TMXXXX,Q95MMRGRC,VJVXNCJH1;BKTQJ1HFP,Telcoin,TEL,Validated,Referential Instrument,3/1/24,3/1/24
XTSSZFF7VV78,HORIZEN/ZEN,TMXXXX,SSZFF7VV7,TPFC3B3B9;LKG80JV60,Horizen,ZEN,Validated,Referential Instrument,3/1/24,8/5/25
XTHRSP99WHX5,OMGTOKEN/OMG,TMXXXX,HRSP99WHX,9MRKKH0SQ;270RTTFW4,OMGToken,OMG,Validated,Referential Instrument,3/1/24,3/1/24
XT7XDH0NNG58,BAKERYTOKEN/BAKE,TMXXXX,7XDH0NNG5,BK6LPGF11,BakeryToken,BAKE,Validated,Referential Instrument,3/1/24,9/4/24
XTSP4N874H47,BAKERYSWAP/BAKE,TMXXXX,SP4N874H4,HGLXQFCKB,BakerySwap,BAKE,Validated,Referential Instrument,9/4/24,9/4/24
XTP1KT9T86M2,HUSD/HUSD,TMXXXX,P1KT9T86M,Q31LMPCZ6;DM37JHC2W,HUSD,HUSD,Validated,Referential Instrument,3/1/24,3/1/24
XTL2ZBM28C73,MDX TOKEN/MDX,TMXXXX,L2ZBM28C7,8JHVGRP3L;VR0NQLSJK,MDX Token,MDX,Validated,Referential Instrument,3/1/24,3/1/24
XTBL90MVXW43,ANKR/ANKR,TMXXXX,BL90MVXW4,H34XB9WRJ;Q6QGSNX6G;ZNVLQS2NN;TGK66XK73;C0VQHPFSG;D1QHRHXR7;57QNVL8FZ;4WWX57DCQ;NXQZFP4PT;FN3FXVQ9V;9KCP6QN5T;4GPGCJS9H,Ankr,ANKR,Validated,Referential Instrument,3/1/24,5/30/25
XTD6KMQGX4Z8,HARMONY ONE/ONE,TMXXXX,D6KMQGX4Z,45XFB3QZP;QDLR9N7S8;9L10PQT5B;25493TBQG,Harmony ONE,ONE,Validated,Referential Instrument,3/1/24,3/1/24
XTVWWMVDM0J1,CELO/CELO,TMXXXX,VWWMVDM0J,PTN9Z5Q7D;49F711L3G;4N6ZG9JTK,Celo,CELO,Validated,Referential Instrument,3/1/24,3/1/24
XT54PWFZNFT0,NANO/XNO,TMXXXX,54PWFZNFT,14CCHV9R7,Nano XNO,NANO;XNO,Validated,Referential Instrument,2/27/24,9/4/24
XT4Z20VRPT01,NANO/NANO,TMXXXX,4Z20VRPT0,DLRCDV2P8,Nano,NANO,Validated,Referential Instrument,9/4/24,9/4/24
XTV1GPCS5PV2,VENUS/XVS,TMXXXX,V1GPCS5PV,6832RTB5G;F4NBSMG6L,Venus,XVS,Validated,Referential Instrument,3/1/24,3/1/24
XTHX56HH1ZX0,0X PROTOCOL TOKEN/ZRX,TMXXXX,HX56HH1ZX,J00HX4V8D;35GRTLSHL;GRQRQJ7H6;GTQXFBH4H,0x Protocol Token,ZRX,Validated,Referential Instrument,3/26/24,3/26/24
XTPKCG83B6G3,AELF/ELF,TMXXXX,PKCG83B6G,6V2NQCFCV;W7Q84JWVL;F8JXT234W,Aelf,ELF,Validated,Referential Instrument,3/26/24,3/26/24
XTBPJS816721,AETERNITY/AE,TMXXXX,BPJS81672,DTJP5FJRB;1NX6SVH25,Aeternity,AE,Validated,Referential Instrument,3/26/24,3/26/24
XT1CBZ0VTZD4,AION/AION,TMXXXX,1CBZ0VTZD,KNMMRK019,Aion,AION,Validated,Referential Instrument,3/26/24,9/4/24
XTVBF8TDLGP5,AION/AION,TMXXXX,VBF8TDLGP,M6C012819,AION,AION,Validated,Referential Instrument,9/4/24,9/4/24
XTSWJZ97J006,ARAGON NETWORK TOKEN/ANT,TMXXXX,SWJZ97J00,MQX9MVJCX;86QL75JKD,Aragon Network Token,ANT,Validated,Referential Instrument,3/26/24,3/26/24
XTSK2SWMDRV7,ARDOR/ARDR,TMXXXX,SK2SWMDRV,3XXKVNWLW;TQB32FQ1C,Ardor,ARDR,Validated,Referential Instrument,3/26/24,3/26/24
XTB6CQ0H4PC7,AUGUR REPUTATION TOKEN/REP,TMXXXX,B6CQ0H4PC,20PR4FKVM;G3XLSP4R8,Augur Reputation Token,REP,Validated,Referential Instrument,3/26/24,3/26/24
XTBDWQSDC1H3,AURORA/AOA,TMXXXX,BDWQSDC1H,6CN4BPV4G,Aurora,AOA,Validated,Referential Instrument,3/26/24,9/4/24
XTKJGPB63667,AURORA/AOA,TMXXXX,KJGPB6366,N747W1MJN,Aurora,AOA,Validated,Referential Instrument,9/4/24,9/4/24
XTHXXRZB3CB2,BANCOR/BNT,TMXXXX,HXXRZB3CB,WX3CL76ZD;ZW7LLPD42;7HTBVD0W5,Bancor,BNT,Validated,Referential Instrument,3/26/24,3/26/24
XTFBR5FC0SL9,BITSHARES/BTS,TMXXXX,FBR5FC0SL,51NW699FS,BitShares,BTS,Validated,Referential Instrument,3/26/24,9/4/24
XTP3VJNGH1Q5,BTSTOKEN/BTS,TMXXXX,P3VJNGH1Q,LQ5NLKWNC,BTStoken,BTS,Validated,Referential Instrument,9/4/24,9/4/24
XTTHBKRMR966,BYTECOIN/BCN,TMXXXX,THBKRMR96,TNKFPG09Q,Bytecoin,BCN,Validated,Referential Instrument,3/26/24,9/4/24
XTLZWHWC4WL4,BYTECOIN/BCN,TMXXXX,LZWHWC4WL,Z0221RQ1Q,BYTECOIN,BCN,Validated,Referential Instrument,9/4/24,9/4/24
XTP9Z884ZPS8,BYTOM/BTM,TMXXXX,P9Z884ZPS,7XBTK6XT5;D1BQDZR9S,Bytom,BTM,Validated,Referential Instrument,3/26/24,3/26/24
XT95LV3DCWZ3,CIVIC/CVC,TMXXXX,95LV3DCWZ,9K0G4CQJQ;CVJQ5L4LP,Civic,CVC,Validated,Referential Instrument,3/26/24,3/26/24
XTGN9WTMQHR2,CORTEX COIN/CTXC,TMXXXX,GN9WTMQHR,NVVJ0PSWD;F55LF4D84,Cortex Coin,CTXC,Validated,Referential Instrument,3/26/24,3/26/24
XTJWF0FJR334,CRYPTERIUM/CRPT,TMXXXX,JWF0FJR33,63Z6T9564;X4BWZHCFX,Crypterium,CRPT,Validated,Referential Instrument,3/26/24,3/26/24
XT7HZ2CZKBZ1,CYBERVEINTOKEN/CVT,TMXXXX,7HZ2CZKBZ,5P5Z6CWBT;59NQSVPXZ,CyberVeinToken,CVT,Validated,Referential Instrument,3/26/24,3/26/24
XTF9SZWWB895,DECRED/DCR,TMXXXX,F9SZWWB89,ZDVC2M4CH;6J87LJR41,Decred,DCR,Validated,Referential Instrument,3/26/24,3/26/24
XT9TSBBQ5PH0,DIGIBYTE/DGB,TMXXXX,9TSBBQ5PH,6BMQ43FFR;C735RW6MD,DigiByte,DGB,Validated,Referential Instrument,3/26/24,3/26/24
XTKTMZ4H48X0,DIGITEXFUTURES/DGTX,TMXXXX,KTMZ4H48X,M8K77XN2R;H95M69C3L,DigitexFutures,DGTX,Validated,Referential Instrument,3/26/24,3/26/24
XTC71Z0MVKP1,DRAGONCHAIN/DRGN,TMXXXX,C71Z0MVKP,76X4NZXMD;3P79PSL71,Dragonchain,DRGN,Validated,Referential Instrument,3/26/24,3/26/24
CH1353258168,World Bank/1.1575 Bd 20310611 Sr,DBFCFB,LJRS1XK59,,World Bank 1 1575 Bd 20310611 Sr,CH1353258168,Private,Financial Instrument,5/17/24,5/17/24
XTR3QQ9C02D5,STABLR EURO/EURR,TMXXXX,R3QQ9C02D,BRDX36NVH;2XP7HNTNX;3R06J50QB,StablR Euro,EURR,Validated,Referential Instrument,5/21/24,11/28/25
CH1348614202,UBS Switzerland/1.5075 MB 20290528,DBFSFB,VC55ZVQC4,,UBS Switzerland 1 5075 MB 20290528,CH1348614202,Private,Financial Instrument,5/23/24,5/23/24
US35473R1041,FRANKLIN TEMPLE/ONCHAIN U S GOVT MO,CIOJLS,DQFTCF0V7,TXMFV887M;RXCCSQKX9;Q496SMNBP;823PN62RL;JL7SG9QT0;XX2BV0QPB;LTZB13WH0;KK89N29JW;9X3JRBSV9,Franklin OnChain U.S. Government Money Fund,BENJI,Validated,Financial Instrument,5/22/24,8/11/25
XTSQP45P2LT6,PAYPAL USD/PYUSD,TMXXXX,SQP45P2LT,PJHWRT4MP;6202TBRW7,PayPal USD,PYUSD,Validated,Referential Instrument,6/3/24,6/3/24
XTT9TZR5MLB1,CRYPTOFRANC/XCHF,TMXXXX,T9TZR5MLB,T6MPXV0KP,CryptoFranc,XCHF,Validated,Referential Instrument,6/3/24,6/3/24
XTV0PPNH3S71,LIFT DOLLAR/USDL,TMXXXX,V0PPNH3S7,52H4L48QZ,Lift Dollar,USDL,Validated,Referential Instrument,6/6/24,6/6/24
XTLR99H4BTQ8,MOUNTAIN PROTOCOL USD/USDM,TMXXXX,LR99H4BTQ,NV703NKLG,Mountain Protocol USD,USDM,Validated,Referential Instrument,6/7/24,6/7/24
DE000DK1EG05,DEKABANK/ZERO COP 20241114 CPP USEC,DYZUXB,NHTVGV4DT,,DEKABANK ZERO COP 20241114 CPP USEC,DE000DK1EG05,Provisional,Financial Instrument,7/5/24,7/5/24
DE000DW0AR02,DZ BANK AG/ZERO COP 20241115 USEC,DYZUXB,TB7H84JCB,,DZ BANK AG ZERO COP 20241115 USEC,DE000DW0AR02,Provisional,Financial Instrument,7/5/24,7/5/24
IT0005605479,CDP/OC STN 20241118,DYFUXR,J77C05JC3,,CDP Inaugural Fixed Rate Digital Bond,IT0005605479,Validated,Financial Instrument,7/23/24,7/23/24
DE000BHY1BC2,BERLIN HYP AG/ HPF 20270729 SEC,DBFSFB,JRBZ90VH6,,BERLIN HYP AG HPF 20270729 SEC,DE000BHY1BC2,Provisional,Financial Instrument,7/31/24,7/31/24
XS2615318362,ASIAN INFRASTRU/4EMTN 20270115,DTFCFR,Q221Z2QQG,,ASIAN INFRASTRU 4EMTN 20270115,XS2615318362,Private,Financial Instrument,8/23/24,8/23/24
FR001400RCN2,REPUBLIKA SLOVE/3.65 Bd 20241125,DBFUFR,1RRF03503,,REPUBLIKA SLOVE 365 Bd 20241125,FR001400RCN2,Provisional,Financial Instrument,9/4/24,9/4/24
XTHG6GXKJ9X4,EURSM/EURSM,TMXXXX,HG6GXKJ9X,NFHTXC3TH;8FW0SPRL4,EURSM,EURSM,Validated,Referential Instrument,9/4/24,9/4/24
XTN7B1L2FBK6,MONERIUM EUR EMONEY/EURE,TMXXXX,N7B1L2FBK,81PTSP744;S45L7172C;5LN265K07;3P9X6K6P2;JVM0S87GB;ZHKQJ78VZ;6KL7TK20G,Monerium EUR emoney,EURe,Validated,Referential Instrument,9/4/24,7/31/25
XTLGPZM7PJ93,EURITE/EURI,TMXXXX,LGPZM7PJ9,V6S4PH8ZL;T6M9T84LS,Eurite,EURI,Validated,Referential Instrument,9/4/24,9/4/24
XT2BKLSP3D62,EUROP/EUROP,TMXXXX,2BKLSP3D6,KR4DF4ZJ2;BNTTMH9HK,EUROP,EUROP,Validated,Referential Instrument,9/4/24,9/4/24
XT9W93HL6PH5,EUROE STABLECOIN/EUROE,TMXXXX,9W93HL6PH,JDH48C8NK;FT1FW2Z8F;BP53K51XL;4N5S579HP;ZZLV65C4V;FW5059XW8;X2SKFZ8HS,EUROe Stablecoin,EUROe,Validated,Referential Instrument,9/4/24,9/4/24
DE000A383UK7,SIEMENS AG/3.253 IHS 20250903 USEC,DYFUXB,DSGZV811M,,SIEMENS AG 3253 IHS 20250903 USEC,DE000A383UK7,Provisional,Financial Instrument,9/5/24,9/5/24
XTSVCV42BS86,RAVENCOIN/RVN,TMXXXX,SVCV42BS8,Z5MQ912MD,Ravencoin,RVN,Validated,Referential Instrument,10/10/24,10/10/24
XT4GX02L80B8,HELIUM/HNT,TMXXXX,4GX02L80B,VS93QW822;LPPHF6K4C,Helium,HNT,Validated,Referential Instrument,10/10/24,10/10/24
XTP3JS307D25,ICON/ICX,TMXXXX,P3JS307D2,7FMV5P1LR,ICON,ICX,Validated,Referential Instrument,10/10/24,10/10/24
